termID	termDef	totalTermGenes	totalTermSizeAA	nConvGenes	nConvSites	nDivGenes	nDivSites	totalMutatedGenes	funcClust
MP:0008550	abnormal circulating interferon-beta level	12	3515	0	0	1	1	1	immune
MP:0008551	abnormal circulating interferon-gamma level	64	18742	5	8	2	2	5	immune
MP:0008552	abnormal circulating tumor necrosis factor level	117	43282	15	17	8	10	19	immune
MP:0008553	increased circulating tumor necrosis factor level	76	28954	10	12	5	6	12	immune
MP:0008554	decreased circulating tumor necrosis factor level	42	13936	6	6	2	2	7	immune
MP:0008555	abnormal interferon secretion	250	82181	23	24	22	29	41	immune
MP:0008556	abnormal tumor necrosis factor secretion	179	62160	18	19	10	13	24	immune
MP:0008557	abnormal interferon-alpha secretion	23	6767	2	2	2	2	4	immune
MP:0008558	abnormal interferon-beta secretion	23	8652	1	1	6	9	7	immune
MP:0008559	abnormal interferon-gamma secretion	218	70980	22	23	16	20	34	immune
MP:0008560	increased tumor necrosis factor secretion	87	30454	7	8	2	2	8	immune
MP:0008561	decreased tumor necrosis factor secretion	98	33239	11	11	8	11	16	immune
MP:0008562	increased interferon-alpha secretion	2	657	0	0	0	0	0	immune
MP:0008563	decreased interferon-alpha secretion	21	6310	2	2	2	2	4	immune
MP:0008564	increased interferon-beta secretion	4	2418	0	0	2	3	2	immune
MP:0008565	decreased interferon-beta secretion	20	6632	1	1	4	6	5	immune
MP:0008566	increased interferon-gamma secretion	98	27518	7	8	6	7	11	immune
MP:0008567	decreased interferon-gamma secretion	142	50678	17	18	10	13	25	immune
MP:0008568	abnormal interleukin secretion	379	130926	30	32	31	40	54	immune
MP:0008569	lethality at weaning	86	50378	11	13	7	8	16	development
MP:0008570	lipidosis	8	3638	1	1	2	2	2	homeostasis
MP:0008571	abnormal synaptic bouton morphology	22	9935	2	2	2	3	3	nervous
MP:0008572	abnormal Purkinje cell dendrite morphology	55	42909	4	4	11	12	13	nervous
MP:0008573	increased circulating interferon-alpha level	5	1775	0	0	0	0	0	immune
MP:0008574	decreased circulating interferon-alpha level	10	3408	0	0	0	0	0	immune
MP:0008575	increased circulating interferon-beta level	2	883	0	0	0	0	0	immune
MP:0008576	decreased circulating interferon-beta level	8	1669	0	0	1	1	1	immune
MP:0008577	increased circulating interferon-gamma level	37	11848	4	7	1	1	4	immune
MP:0008578	decreased circulating interferon-gamma level	29	7494	3	4	1	1	3	immune
MP:0008579	abnormal Purkinje cell differentiation	6	2935	0	0	3	3	3	nervous
MP:0008580	photoreceptor inner segment degeneration	5	2631	1	1	2	3	2	vision
MP:0008581	disorganized photoreceptor inner segment	4	1470	1	1	0	0	1	vision
MP:0008582	short photoreceptor inner segment	15	7717	3	3	7	9	8	vision
MP:0008583	absent photoreceptor inner segment	4	1625	1	1	1	1	2	vision
MP:0008584	photoreceptor outer segment degeneration	18	8511	4	4	6	9	8	vision
MP:0008585	absent photoreceptor outer segment	18	7617	5	6	6	6	10	vision
MP:0008586	disorganized photoreceptor outer segment	20	7056	3	3	5	6	8	vision
MP:0008587	short photoreceptor outer segment	36	17280	8	9	13	17	18	vision
MP:0008588	abnormal circulating interleukin level	196	62339	20	23	9	11	26	immune
MP:0008589	abnormal circulating interleukin-1 level	49	16214	5	7	2	3	5	immune
MP:0008590	abnormal circulating interleukin-10 level	27	8845	3	3	2	3	4	immune
MP:0008591	increased circulating interleukin-1 level	1	234	0	0	0	0	0	immune
MP:0008592	decreased circulating interleukin-1 level	2	369	0	0	0	0	0	immune
MP:0008593	increased circulating interleukin-10 level	18	5367	2	2	1	2	2	immune
MP:0008594	decreased circulating interleukin-10 level	9	3724	1	1	2	3	2	immune
MP:0008595	abnormal circulating interleukin-6 level	115	36945	8	10	6	8	12	immune
MP:0008596	increased circulating interleukin-6 level	72	24055	6	8	5	7	9	immune
MP:0008597	decreased circulating interleukin-6 level	46	13548	2	2	1	1	3	immune
MP:0008598	abnormal circulating interleukin-2 level	14	5486	4	6	2	2	4	immune
MP:0008599	increased circulating interleukin-2 level	7	2550	1	3	1	1	1	immune
MP:0008600	decreased circulating interleukin-2 level	7	2936	3	3	1	1	3	immune
MP:0008601	abnormal circulating interleukin-4 level	25	6131	3	3	0	0	3	immune
MP:0008602	increased circulating interleukin-4 level	9	2173	2	2	0	0	2	immune
MP:0008603	decreased circulating interleukin-4 level	14	3110	1	1	0	0	1	immune
MP:0008607	abnormal circulating interleukin-13 level	5	751	1	1	0	0	1	immune
MP:0008608	increased circulating interleukin-13 level	1	223	1	1	0	0	1	immune
MP:0008609	decreased circulating interleukin-13 level	4	528	0	0	0	0	0	immune
MP:0008613	abnormal circulating interleukin-17 level	15	4660	3	5	1	1	3	immune
MP:0008614	increased circulating interleukin-17 level	14	4583	2	4	1	1	2	immune
MP:0008615	decreased circulating interleukin-17 level	2	117	1	1	0	0	1	immune
MP:0008616	abnormal circulating interleukin-12 level	28	9244	3	5	4	4	5	immune
MP:0008617	increased circulating interleukin-12 level	18	5567	3	5	3	3	4	immune
MP:0008618	decreased circulating interleukin-12 level	8	2414	0	0	0	0	0	immune
MP:0008623	increased circulating interleukin-3 level	5	1175	2	2	0	0	2	immune
MP:0008625	abnormal circulating interleukin-5 level	12	3199	2	2	0	0	2	immune
MP:0008626	increased circulating interleukin-5 level	9	1783	2	2	0	0	2	immune
MP:0008627	decreased circulating interleukin-5 level	2	859	0	0	0	0	0	immune
MP:0008632	increased circulating interleukin-16 level	1	48	1	1	0	0	1	immune
MP:0008634	abnormal circulating interleukin-18 level	11	2426	0	0	2	2	2	immune
MP:0008635	increased circulating interleukin-18 level	7	1646	0	0	1	1	1	immune
MP:0008636	decreased circulating interleukin-18 level	6	1157	0	0	1	1	1	immune
MP:0008637	abnormal circulating interleukin-1 alpha level	9	1277	1	3	1	1	1	immune
MP:0008638	increased circulating interleukin-1 alpha level	4	788	1	3	1	1	1	immune
MP:0008639	decreased circulating interleukin-1 alpha level	5	489	0	0	0	0	0	immune
MP:0008640	abnormal circulating interleukin-1 beta level	44	15093	5	7	2	3	5	immune
MP:0008641	increased circulating interleukin-1 beta level	31	12228	4	6	2	3	4	immune
MP:0008642	decreased circulating interleukin-1 beta level	14	3277	2	2	0	0	2	immune
MP:0008644	increased circulating interleukin-12a level	2	1263	0	0	1	1	1	immune
MP:0008646	abnormal circulating interleukin-12b level	15	5531	4	5	1	1	5	immune
MP:0008647	increased circulating interleukin-12b level	6	2305	3	4	1	1	4	immune
MP:0008648	decreased circulating interleukin-12b level	8	3130	1	1	0	0	1	immune
MP:0008650	abnormal interleukin-1 secretion	60	22549	4	6	5	6	8	immune
MP:0008651	increased interleukin-1 secretion	1	234	0	0	0	0	0	immune
MP:0008652	decreased interleukin-1 secretion	2	924	0	0	0	0	0	immune
MP:0008653	abnormal interleukin-1 alpha secretion	5	1107	0	0	0	0	0	immune
MP:0008654	increased interleukin-1 alpha secretion	1	211	0	0	0	0	0	immune
MP:0008655	decreased interleukin-1 alpha secretion	4	896	0	0	0	0	0	immune
MP:0008656	abnormal interleukin-1 beta secretion	58	21734	4	6	5	6	8	immune
MP:0008657	increased interleukin-1 beta secretion	30	14160	1	1	4	5	4	immune
MP:0008658	decreased interleukin-1 beta secretion	25	6962	3	5	1	1	4	immune
MP:0008659	abnormal interleukin-10 secretion	71	24215	4	4	5	6	8	immune
MP:0008660	increased interleukin-10 secretion	35	13422	2	2	2	2	4	immune
MP:0008661	decreased interleukin-10 secretion	46	14544	3	3	3	4	5	immune
MP:0008662	abnormal interleukin-12 secretion	56	18040	5	5	4	5	8	immune
MP:0008663	increased interleukin-12 secretion	24	7243	2	2	1	1	3	immune
MP:0008664	decreased interleukin-12 secretion	30	9576	3	3	2	3	4	immune
MP:0008666	increased interleukin-12a secretion	3	1359	0	0	1	1	1	immune
MP:0008668	abnormal interleukin-12b secretion	27	8682	2	2	2	2	4	immune
MP:0008669	increased interleukin-12b secretion	14	4830	1	1	1	1	2	immune
MP:0008670	decreased interleukin-12b secretion	15	4645	1	1	1	1	2	immune
MP:0008671	abnormal interleukin-13 secretion	45	14985	3	3	5	6	7	immune
MP:0008672	increased interleukin-13 secretion	23	8767	0	0	2	2	2	immune
MP:0008673	decreased interleukin-13 secretion	23	6950	2	2	3	3	5	immune
MP:0008680	abnormal interleukin-17 secretion	58	21281	8	8	3	4	9	immune
MP:0008681	increased interleukin-17 secretion	33	13331	7	7	3	4	8	immune
MP:0008682	decreased interleukin-17 secretion	28	9007	3	3	1	2	3	immune
MP:0008683	abnormal interleukin-18 secretion	7	1587	0	0	0	0	0	immune
MP:0008684	increased interleukin-18 secretion	2	663	0	0	0	0	0	immune
MP:0008685	decreased interleukin-18 secretion	5	924	0	0	0	0	0	immune
MP:0008686	abnormal interleukin-2 secretion	116	44709	8	8	5	7	13	immune
MP:0008687	increased interleukin-2 secretion	45	12344	2	2	1	1	3	immune
MP:0008688	decreased interleukin-2 secretion	71	32349	6	6	4	6	10	immune
MP:0008689	abnormal interleukin-23 secretion	7	3794	1	1	3	3	3	immune
MP:0008690	increased interleukin-23 secretion	4	3005	1	1	2	2	2	immune
MP:0008691	decreased interleukin-23 secretion	3	789	0	0	1	1	1	immune
MP:0008695	abnormal interleukin-3 secretion	4	464	1	1	0	0	1	immune
MP:0008696	increased interleukin-3 secretion	1	51	0	0	0	0	0	immune
MP:0008697	decreased interleukin-3 secretion	3	413	1	1	0	0	1	immune
MP:0008698	abnormal interleukin-4 secretion	107	36211	8	8	9	12	15	immune
MP:0008699	increased interleukin-4 secretion	60	21190	3	3	5	7	7	immune
MP:0008700	decreased interleukin-4 secretion	58	19084	6	6	6	7	10	immune
MP:0008701	abnormal interleukin-5 secretion	42	12394	3	3	5	7	6	immune
MP:0008702	increased interleukin-5 secretion	21	7068	0	0	2	2	2	immune
MP:0008703	decreased interleukin-5 secretion	24	7121	2	2	3	4	4	immune
MP:0008704	abnormal interleukin-6 secretion	136	45695	11	13	10	15	20	immune
MP:0008705	increased interleukin-6 secretion	70	25191	6	7	5	8	10	immune
MP:0008706	decreased interleukin-6 secretion	65	20502	4	4	5	7	9	immune
MP:0008710	abnormal interleukin-9 secretion	12	5522	2	2	1	2	2	immune
MP:0008711	increased interleukin-9 secretion	4	3531	0	0	0	0	0	immune
MP:0008712	decreased interleukin-9 secretion	8	1991	2	2	1	2	2	immune
MP:0008713	abnormal cytokine level	328	110486	38	42	18	21	50	immune
MP:0008714	increased lung carcinoma incidence	71	30180	1	1	8	8	9	respiratory
MP:0008715	increased lung small cell carcinoma incidence	2	1101	0	0	1	1	1	respiratory
MP:0008716	increased lung non-small cell carcinoma incidence	59	26870	1	1	8	8	9	respiratory
MP:0008717	increased lung squamous cell carcinoma incidence	3	1092	0	0	1	1	1	respiratory
MP:0008718	increased lung large cell carcinoma incidence	2	493	0	0	0	0	0	respiratory
MP:0008719	impaired neutrophil recruitment	51	14638	5	5	7	8	11	immune
MP:0008720	impaired neutrophil chemotaxis	39	14633	5	5	3	3	8	immune
MP:0008721	abnormal chemokine level	52	18112	4	7	2	2	5	immune
MP:0008722	abnormal chemokine secretion	44	13269	3	3	3	3	5	immune
MP:0008723	impaired eosinophil recruitment	16	4360	2	2	3	4	4	immune
MP:0008724	impaired eosinophil chemotaxis	2	743	0	0	0	0	0	immune
MP:0008725	enlarged heart atrium	32	22643	3	5	3	5	5	cardiovascular
MP:0008726	enlarged heart left atrium	2	599	0	0	0	0	0	cardiovascular
MP:0008727	enlarged heart right atrium	11	7554	2	2	2	2	4	cardiovascular
MP:0008728	increased memory B cell number	1	741	1	1	0	0	1	immune
MP:0008729	decreased memory B cell number	5	2050	2	2	0	0	2	immune
MP:0008730	fused phalanges	19	14085	4	4	5	6	7	limb
MP:0008731	abnormal hair shaft melanin granule morphology	13	6701	2	2	3	3	4	skin
MP:0008732	reduced hair shaft melanin granule number	4	1276	0	0	1	1	1	skin
MP:0008733	abnormal hair shaft melanin granule distribution	5	2866	0	0	1	1	1	skin
MP:0008734	decreased susceptibility to endotoxin shock	63	17689	7	8	2	3	8	immune
MP:0008735	increased susceptibility to endotoxin shock	54	18663	3	3	5	6	8	immune
MP:0008736	micromelia	4	3932	1	1	1	1	2	limb
MP:0008737	abnormal spleen physiology	70	25862	4	6	6	7	9	others
MP:0008738	abnormal liver iron level	35	14747	8	9	3	4	10	homeostasis
MP:0008739	abnormal spleen iron level	25	9815	5	5	1	1	5	homeostasis
MP:0008740	abnormal intestinal iron level	6	2370	1	1	0	0	1	homeostasis
MP:0008741	abnormal heart iron level	6	2118	1	1	2	2	2	cardiovascular
MP:0008742	abnormal kidney iron level	11	7031	2	2	2	2	2	homeostasis
MP:0008743	decreased liver iron level	11	3800	2	2	1	2	3	homeostasis
MP:0008746	abnormal peripheral B cell anergy	2	457	0	0	0	0	0	immune
MP:0008747	abnormal T cell anergy	6	1556	1	1	0	0	1	immune
MP:0008749	abnormal peripheral T cell anergy	2	306	0	0	0	0	0	immune
MP:0008750	abnormal interferon level	93	29289	7	10	5	5	10	immune
MP:0008751	abnormal interleukin level	227	72026	28	31	10	12	35	immune
MP:0008752	abnormal tumor necrosis factor level	148	53413	19	21	10	12	25	immune
MP:0008753	abnormal osteocyte morphology	16	8410	0	0	3	3	3	skeleton
MP:0008754	abnormal T cell receptor V(D)J recombination	14	7666	1	2	2	2	3	immune
MP:0008755	abnormal immunoglobulin V(D)J recombination	17	10068	2	3	3	3	5	immune
MP:0008756	abnormal T cell receptor alpha chain V-J recombination	1	2295	1	2	0	0	1	immune
MP:0008757	abnormal T cell receptor gamma chain V-J recombination	1	83	0	0	0	0	0	immune
MP:0008758	abnormal T cell receptor beta chain V(D)J recombination	6	5792	1	2	2	2	3	immune
MP:0008759	abnormal T cell receptor delta chain V(D)J recombination	4	3027	1	2	0	0	1	immune
MP:0008760	abnormal immunoglobulin heavy chain V(D)J recombination	12	8291	1	2	3	3	4	immune
MP:0008761	abnormal immunoglobulin light chain V-J recombination	5	3493	1	2	1	1	2	immune
MP:0008762	embryonic lethality	1418	767703	142	164	159	184	271	development
MP:0008763	abnormal mast cell degranulation	22	7555	2	2	2	2	4	immune
MP:0008764	increased mast cell degranulation	9	3792	2	2	1	1	3	immune
MP:0008765	decreased mast cell degranulation	13	3875	1	1	1	1	2	immune
MP:0008766	abnormal B cell receptor editing	1	79	0	0	0	0	0	immune
MP:0008767	abnormal hair medullary septa cells	2	2682	1	3	1	3	1	skin
MP:0008768	abnormal hair medulla air spaces	1	597	0	0	1	3	1	skin
MP:0008769	abnormal plasmacytoid dendritic cell physiology	8	2004	0	0	1	1	1	immune
MP:0008770	decreased survivor rate	191	117529	24	28	30	46	46	development
MP:0008771	elongated vertebral column	1	430	0	0	0	0	0	skeleton
MP:0008772	increased heart ventricle size	161	84337	20	21	22	25	36	cardiovascular
MP:0008775	abnormal heart ventricle pressure	53	23728	3	3	6	8	8	cardiovascular
MP:0008776	increased right ventricle peak pressure	1	77	0	0	0	0	0	cardiovascular
MP:0008778	abnormal lymphangiogenesis	10	5190	2	2	1	1	3	immune
MP:0008779	abnormal maternal behavior	112	62267	19	23	16	23	30	behavior
MP:0008780	increased pancreatic acinar cell carcinoma incidence	6	4255	0	0	2	3	2	gland
MP:0008781	abnormal B cell apoptosis	60	28033	3	3	4	4	7	immune
MP:0008782	increased B cell apoptosis	36	19259	3	3	2	2	5	immune
MP:0008783	decreased B cell apoptosis	19	5941	0	0	2	2	2	immune
MP:0008784	craniorachischisis	16	10599	1	1	3	4	4	nervous
MP:0008785	abnormal sternum manubrium morphology	7	3238	0	0	1	1	1	skeleton
MP:0008786	abnormal hindgut morphology	12	3828	1	1	1	1	2	digestive
MP:0008787	abnormal tailgut morphology	2	736	0	0	0	0	0	digestive
MP:0008788	abnormal fetal cardiomyocyte morphology	29	22426	3	3	5	6	7	cardiovascular
MP:0008789	abnormal olfactory epithelium morphology	46	16881	4	4	7	7	10	respiratory
MP:0008791	decreased NK cell degranulation	5	1502	1	2	0	0	1	immune
MP:0008794	increased lens epithelium apoptosis	5	2905	1	1	0	0	1	vision
MP:0008796	increased lens fiber apoptosis	2	1434	0	0	0	0	0	vision
MP:0008797	facial cleft	32	13993	1	2	2	2	3	craniofacial
MP:0008798	lateral facial cleft	1	279	0	0	0	0	0	craniofacial
MP:0008799	oblique facial cleft	1	81	0	0	0	0	0	craniofacial
MP:0008800	increased small intestinal crypt cell apoptosis	7	6122	1	2	2	2	3	cellular
MP:0008801	abnormal erythroid progenitor cell morphology	97	47726	10	11	11	14	17	blood
MP:0008802	abnormal intestinal smooth muscle morphology	11	6541	0	0	1	1	1	muscle
MP:0008803	abnormal placental labyrinth vasculature morphology	81	51325	4	6	10	13	13	cardiovascular
MP:0008804	abnormal circulating amylase level	43	21800	6	9	8	8	11	homeostasis
MP:0008805	decreased circulating amylase level	33	17500	6	9	5	5	8	homeostasis
MP:0008806	increased circulating amylase level	9	4224	0	0	3	3	3	homeostasis
MP:0008807	increased liver iron level	28	13266	8	9	2	2	9	homeostasis
MP:0008808	decreased spleen iron level	15	6736	4	4	1	1	4	homeostasis
MP:0008809	increased spleen iron level	14	5618	3	3	1	1	3	homeostasis
MP:0008810	increased circulating iron level	30	14809	3	3	2	2	4	homeostasis
MP:0008811	abnormal brain iron level	5	2005	1	1	0	0	1	nervous
MP:0008813	decreased common myeloid progenitor cell number	50	30302	6	6	8	11	12	blood
MP:0008814	decreased nerve conduction velocity	38	25240	10	14	5	9	10	nervous
MP:0008816	petechiae	8	5707	0	0	1	1	1	skin
MP:0008817	hematoma	18	6145	2	3	2	3	3	cardiovascular
MP:0008818	abnormal interfrontal bone morphology	2	1261	0	0	0	0	0	craniofacial
MP:0008820	abnormal blood uric acid level	14	4544	0	0	0	0	0	homeostasis
MP:0008821	increased blood uric acid level	13	4482	0	0	0	0	0	homeostasis
MP:0008822	decreased blood uric acid level	3	783	0	0	0	0	0	homeostasis
MP:0008823	abnormal interventricular septum membranous part morphology	57	38928	6	6	5	5	10	cardiovascular
MP:0008824	absent interventricular septum membranous part	1	288	0	0	0	0	0	cardiovascular
MP:0008825	abnormal cardiac epithelial to mesenchymal transition	27	10427	0	0	0	0	0	cardiovascular
MP:0008826	abnormal splenic cell ratio	48	19006	4	7	5	6	9	immune
MP:0008827	abnormal thymus cell ratio	23	11562	4	4	1	1	5	gland
MP:0008828	abnormal lymph node cell ratio	26	8844	1	3	1	1	2	immune
MP:0008830	abnormal nucleolus morphology	3	1203	0	0	0	0	0	cellular
MP:0008831	abnormal insulin-like growth factor I level	50	22602	5	5	4	5	8	homeostasis
MP:0008832	hemivertebra	3	868	0	0	0	0	0	skeleton
MP:0008833	caudal hemivertebra	1	430	0	0	0	0	0	limb
MP:0008834	abnormal melanosome transport	1	177	0	0	0	0	0	others
MP:0008835	abnormal intercellular signaling peptide or protein level	336	116818	39	44	19	22	52	homeostasis
MP:0008836	abnormal transforming growth factor beta level	10	6441	1	2	0	0	1	homeostasis
MP:0008837	increased transforming growth factor level	3	1545	0	0	0	0	0	homeostasis
MP:0008838	decreased transforming growth factor level	7	4896	1	2	0	0	1	homeostasis
MP:0008839	absent acrosome	6	2422	0	0	1	1	1	reproduction
MP:0008840	abnormal spike wave discharge	14	10714	3	4	0	0	3	nervous
MP:0008841	ruptured lens capsule	12	6022	3	3	5	9	5	vision
MP:0008842	lipofuscinosis	12	6574	0	0	2	4	2	others
MP:0008843	absent subcutaneous adipose tissue	19	8141	2	2	0	0	2	skin
MP:0008844	decreased subcutaneous adipose tissue amount	77	37502	13	13	8	8	17	skin
MP:0008845	abnormal paraventricular hypothalamic nucleus morphology	3	1382	0	0	0	0	0	nervous
MP:0008846	abnormal supraoptic nucleus morphology	3	1003	0	0	0	0	0	nervous
MP:0008847	abnormal suprachiasmatic nucleus morphology	5	1727	0	0	0	0	0	nervous
MP:0008849	abnormal hemoglobin concentration distribution width	8	4856	4	5	2	2	4	blood
MP:0008850	increased hemoglobin concentration distribution width	7	4453	4	5	2	2	4	blood
MP:0008851	decreased hemoglobin concentration distribution width	1	403	0	0	0	0	0	blood
MP:0008852	retinal neovascularization	34	15653	2	2	1	1	3	vision
MP:0008853	decreased abdominal adipose tissue amount	15	6914	3	3	2	2	5	adipose
MP:0008854	bleb	7	8527	3	3	3	4	3	skin
MP:0008855	eye bleb	1	2353	1	1	1	2	1	vision
MP:0008856	fetal bleb	4	6497	2	2	2	3	2	skin
MP:0008857	myelencephalic blebs	1	162	0	0	0	0	0	nervous
MP:0008858	abnormal hair cycle anagen phase	18	7965	2	2	3	3	4	skin
MP:0008859	abnormal hair cycle catagen phase	7	4096	0	0	1	1	1	skin
MP:0008860	abnormal hair cycle telogen phase	5	2527	0	0	1	1	1	skin
MP:0008861	abnormal hair shedding	5	2382	2	2	2	2	3	skin
MP:0008862	asymmetric snout	4	3459	0	0	0	0	0	craniofacial
MP:0008863	craniofacial asymmetry	1	741	0	0	0	0	0	craniofacial
MP:0008864	abnormal intestinal secretion	2	113	0	0	0	0	0	digestive
MP:0008866	chromosomal instability	126	64033	12	17	26	30	34	cellular
MP:0008868	abnormal granulosa cell morphology	23	8025	1	1	3	3	3	reproduction
MP:0008869	anovulation	20	11063	1	1	5	5	6	reproduction
MP:0008870	increased mature ovarian follicle number	2	470	0	0	1	1	1	reproduction
MP:0008871	abnormal ovarian follicle number	88	38217	7	8	10	11	16	reproduction
MP:0008872	abnormal physiological response to xenobiotic	493	212609	49	60	72	87	108	homeostasis
MP:0008873	increased physiological sensitivity to xenobiotic	212	90513	24	26	33	42	51	homeostasis
MP:0008874	decreased physiological sensitivity to xenobiotic	232	97589	21	27	33	45	48	homeostasis
MP:0008875	abnormal xenobiotic pharmacokinetics	16	5579	5	6	2	5	6	homeostasis
MP:0008876	decreased uterine NK cell number	10	1641	0	0	0	0	0	immune
MP:0008877	abnormal DNA methylation	34	22788	2	3	9	9	10	cellular
MP:0008878	abnormal DNA methylation during gametogenesis	6	3384	0	0	2	2	2	reproduction
MP:0008879	submandibular gland inflammation	7	1758	1	1	0	0	1	immune
MP:0008880	lacrimal gland inflammation	16	5397	2	2	0	0	2	vision
MP:0008881	absent Harderian gland	6	2305	0	0	0	0	0	gland
MP:0008882	abnormal enterocyte physiology	61	27875	4	4	6	6	9	digestive
MP:0008883	abnormal enterocyte proliferation	35	14651	3	3	2	2	5	cellular
MP:0008884	abnormal enterocyte apoptosis	28	14501	1	1	4	4	4	cellular
MP:0008885	increased enterocyte apoptosis	21	10811	0	0	2	2	2	cellular
MP:0008886	abnormal PML bodies	1	81	0	0	0	0	0	cellular
MP:0008888	abnormal Cajal body morphology	1	325	0	0	1	1	1	cellular
MP:0008890	abnormal nuclear lamina morphology	2	948	1	1	0	0	1	cellular
MP:0008891	decreased hepatocyte apoptosis	11	5870	2	3	1	1	3	liver
MP:0008892	abnormal sperm flagellum morphology	86	34611	10	11	10	17	16	reproduction
MP:0008893	detached sperm flagellum	9	2703	0	0	1	1	1	reproduction
MP:0008894	abnormal intraepithelial T cell morphology	23	5691	1	1	1	2	1	immune
MP:0008895	abnormal intraepithelial T cell number	19	4957	1	1	1	2	1	immune
MP:0008896	increased IgG2c level	7	1266	0	0	0	0	0	immune
MP:0008897	decreased IgG2c level	7	2007	0	0	0	0	0	immune
MP:0008898	abnormal acrosome morphology	43	18590	6	11	6	10	11	reproduction
MP:0008899	plush coat	1	833	1	1	1	1	1	skin
MP:0008900	abnormal uterine fat pad morphology	4	674	1	1	1	2	1	adipose
MP:0008901	absent epididymal fat pad	1	390	0	0	0	0	0	adipose
MP:0008902	abnormal renal fat pad morphology	16	7631	2	2	2	2	3	adipose
MP:0008903	abnormal mesenteric fat pad morphology	20	6894	3	3	3	3	4	adipose
MP:0008904	abnormal mammary fat pad morphology	8	2956	0	0	0	0	0	adipose
MP:0008906	abnormal parametrial fat pad morphology	9	3389	2	4	3	3	3	adipose
MP:0008907	decreased total fat pad weight	21	8989	3	3	2	2	4	adipose
MP:0008908	increased total fat pad weight	14	5136	1	1	2	2	2	adipose
MP:0008911	induced hyperactivity	29	11424	1	1	3	6	4	behavior
MP:0008912	nervous	1	287	0	0	0	0	0	behavior
MP:0008913	weaving	4	2878	0	0	0	0	0	behavior
MP:0008914	enlarged cerebellum	5	2317	0	0	0	0	0	nervous
MP:0008915	fused carpal bones	14	6360	0	0	3	3	3	limb
MP:0008916	abnormal astrocyte physiology	19	8458	1	1	1	1	2	nervous
MP:0008917	abnormal oligodendrocyte physiology	22	12383	3	4	3	3	5	nervous
MP:0008918	microgliosis	51	21234	8	9	4	6	11	immune
MP:0008919	fused tarsal bones	13	3829	2	2	2	2	3	limb
MP:0008921	increased neurotransmitter release	3	3158	0	0	0	0	0	nervous
MP:0008922	abnormal cervical rib	3	1175	1	1	0	0	1	skeleton
MP:0008924	decreased cerebellar granule cell number	11	6058	2	2	0	0	2	nervous
MP:0008925	increased cerebellar granule cell number	1	804	0	0	0	0	0	nervous
MP:0008926	abnormal anterior definitive endoderm morphology	9	2480	1	1	0	0	1	development
MP:0008929	abnormal central medial nucleus morphology	1	310	0	0	0	0	0	nervous
MP:0008932	abnormal embryonic tissue physiology	242	121239	26	29	32	33	50	development
MP:0008933	abnormal motile primary cilium physiology	10	3674	1	1	4	5	4	development
MP:0008934	absent choroid plexus	16	4877	0	0	0	0	0	nervous
MP:0008935	decreased mean platelet volume	10	7029	2	2	3	3	4	blood
MP:0008936	abnormal pituitary gland size	32	13719	2	2	2	2	4	nervous
MP:0008937	abnormal pituitary gland weight	5	2562	1	1	0	0	1	nervous
MP:0008938	decreased pituitary gland weight	2	1700	1	1	0	0	1	nervous
MP:0008939	increased pituitary gland weight	3	862	0	0	0	0	0	nervous
MP:0008940	delayed balanopreputial separation	2	1371	0	0	1	2	1	reproduction
MP:0008941	reticulocytopenia	11	5073	1	2	0	0	1	blood
MP:0008942	abnormal induced cell death	194	86797	19	24	30	32	45	cellular
MP:0008943	increased sensitivity to induced cell death	135	63383	12	14	20	21	29	cellular
MP:0008944	decreased sensitivity to induced cell death	76	32915	11	14	14	16	23	cellular
MP:0008945	hyperchromic macrocytic anemia	1	336	1	2	0	0	1	blood
MP:0008946	abnormal neuron number	435	236437	60	73	60	72	100	nervous
MP:0008947	increased neuron number	92	45147	8	10	12	12	18	nervous
MP:0008948	decreased neuron number	368	190186	50	60	49	57	81	nervous
MP:0008949	increased Cajal-Retzius cell number	3	569	0	0	0	0	0	nervous
MP:0008950	ventricular tachycardia	13	10712	3	4	1	1	3	cardiovascular
MP:0008951	long radius	1	280	0	0	0	0	0	limb
MP:0008953	abnormal pancreatic somatostatin secretion	1	705	1	1	1	2	1	gland
MP:0008954	abnormal cellular hemoglobin content	8	6317	2	2	2	2	2	blood
MP:0008955	increased cellular hemoglobin content	1	529	0	0	0	0	0	blood
MP:0008956	decreased cellular hemoglobin content	6	5572	2	2	2	2	2	blood
MP:0008957	abnormal placenta junctional zone morphology	58	31157	7	8	7	8	11	development
MP:0008958	abnormal trophoblast glycogen cell morphology	6	1634	1	1	1	1	1	development
MP:0008959	abnormal spongiotrophoblast cell morphology	14	6003	1	1	3	3	3	development
MP:0008960	abnormal axon pruning	7	5062	0	0	1	1	1	nervous
MP:0008961	abnormal basal metabolism	34	15054	2	5	4	4	5	homeostasis
MP:0008962	abnormal carbon dioxide production	59	28784	5	7	13	15	13	homeostasis
MP:0008963	increased carbon dioxide production	46	23663	4	6	10	10	10	homeostasis
MP:0008964	decreased carbon dioxide production	15	5878	1	1	2	2	2	homeostasis
MP:0008965	increased basal metabolism	19	8594	0	0	1	1	1	homeostasis
MP:0008966	abnormal chiasmata formation	8	2117	1	1	3	6	3	reproduction
MP:0008967	absent chiasmata formation	2	683	0	0	1	1	1	reproduction
MP:0008968	abnormal lacrimal apparatus morphology	28	12530	0	0	2	2	2	vision
